,aa_percent0_x,aa_percent1_x,aa_percent2_x,aa_percent3_x,aa_percent4_x,aa_percent5_x,aa_percent6_x,aa_percent7_x,aa_percent8_x,aa_percent9_x,aa_percent10_x,aa_percent11_x,aa_percent12_x,aa_percent13_x,aa_percent14_x,aa_percent15_x,aa_percent16_x,aa_percent17_x,aa_percent18_x,aa_percent19_x,aromacity_x,instability_x,flexibility_x,isoelectric_x,mol_extinct1_x,mol_extinct2_x,mw_x,gravy_x,ss_faction1_x,ss_faction2_x,ss_faction3_x,aa_percent0_y,aa_percent1_y,aa_percent2_y,aa_percent3_y,aa_percent4_y,aa_percent5_y,aa_percent6_y,aa_percent7_y,aa_percent8_y,aa_percent9_y,aa_percent10_y,aa_percent11_y,aa_percent12_y,aa_percent13_y,aa_percent14_y,aa_percent15_y,aa_percent16_y,aa_percent17_y,aa_percent18_y,aa_percent19_y,aromacity_y,instability_y,flexibility_y,isoelectric_y,mol_extinct1_y,mol_extinct2_y,mw_y,gravy_y,ss_faction1_y,ss_faction2_y,ss_faction3_y
Anetumab,0.058333333333333334,0.016666666666666666,0.041666666666666664,0.03333333333333333,0.016666666666666666,0.13333333333333333,0.0,0.05,0.058333333333333334,0.058333333333333334,0.025,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.14166666666666666,0.06666666666666667,0.058333333333333334,0.041666666666666664,0.06666666666666667,0.125,26.884999999999984,1.0018811668811671,8.569282722473147,39420,39545,13040.485299999993,-0.33166666666666644,0.29166666666666663,0.30833333333333335,0.175,0.06306306306306306,0.018018018018018018,0.04504504504504504,0.02702702702702703,0.018018018018018018,0.12612612612612611,0.009009009009009009,0.06306306306306306,0.036036036036036036,0.05405405405405406,0.009009009009009009,0.04504504504504504,0.05405405405405406,0.04504504504504504,0.018018018018018018,0.17117117117117117,0.08108108108108109,0.05405405405405406,0.009009009009009009,0.05405405405405406,0.08108108108108109,46.9108108108108,1.0079016106442578,5.040902519226075,14440,14565,11460.424999999992,-0.28468468468468466,0.25225225225225223,0.39639639639639634,0.15315315315315314
Anifrolumab,0.05982905982905983,0.017094017094017096,0.05128205128205128,0.042735042735042736,0.02564102564102564,0.10256410256410256,0.008547008547008548,0.07692307692307693,0.05982905982905983,0.05128205128205128,0.02564102564102564,0.008547008547008548,0.03418803418803419,0.05128205128205128,0.03418803418803419,0.1282051282051282,0.05982905982905983,0.05982905982905983,0.03418803418803419,0.06837606837606838,0.12820512820512822,29.204273504273495,0.9993393959435625,6.850371742248535,33920,34045,12963.485599999989,-0.24957264957264957,0.3162393162393162,0.2735042735042735,0.17948717948717952,0.07407407407407407,0.018518518518518517,0.037037037037037035,0.046296296296296294,0.046296296296296294,0.09259259259259259,0.0,0.05555555555555555,0.018518518518518517,0.09259259259259259,0.0,0.0,0.05555555555555555,0.07407407407407407,0.06481481481481481,0.14814814814814814,0.09259259259259259,0.027777777777777776,0.009259259259259259,0.046296296296296294,0.10185185185185185,45.232407407407365,1.0008891293891293,6.470232582092284,12950,13075,11676.861499999988,-0.2648148148148148,0.2777777777777778,0.2962962962962963,0.21296296296296297
Anrukinzumab,0.0847457627118644,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.0423728813559322,0.1271186440677966,0.0,0.025423728813559324,0.025423728813559324,0.0847457627118644,0.01694915254237288,0.03389830508474576,0.025423728813559324,0.0423728813559322,0.05084745762711865,0.1271186440677966,0.05084745762711865,0.07627118644067797,0.025423728813559324,0.07627118644067797,0.1440677966101695,35.51525423728811,0.9944038881607689,8.028973197937013,29910,30035,12779.14849999999,-0.08050847457627114,0.3305084745762712,0.3135593220338983,0.22033898305084745,0.04504504504504504,0.018018018018018018,0.05405405405405406,0.04504504504504504,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.04504504504504504,0.06306306306306306,0.06306306306306306,0.018018018018018018,0.02702702702702703,0.05405405405405406,0.06306306306306306,0.02702702702702703,0.15315315315315314,0.08108108108108109,0.04504504504504504,0.018018018018018018,0.04504504504504504,0.09909909909909909,46.9234234234234,1.007646125116713,5.730245780944825,18450,18575,12094.27229999999,-0.5423423423423425,0.25225225225225223,0.32432432432432434,0.17117117117117114
Ascrinvacumab,0.0423728813559322,0.01694915254237288,0.025423728813559324,0.03389830508474576,0.01694915254237288,0.1016949152542373,0.00847457627118644,0.0423728813559322,0.0423728813559322,0.07627118644067797,0.0,0.025423728813559324,0.03389830508474576,0.059322033898305086,0.025423728813559324,0.16101694915254236,0.0847457627118644,0.0847457627118644,0.03389830508474576,0.0847457627118644,0.13559322033898305,19.62457627118643,0.9973505897771955,7.930014228820801,36900,37025,12912.198599999987,-0.2322033898305085,0.33898305084745767,0.3220338983050848,0.15254237288135591,0.05555555555555555,0.018518518518518517,0.027777777777777776,0.046296296296296294,0.037037037037037035,0.10185185185185185,0.0,0.05555555555555555,0.018518518518518517,0.09259259259259259,0.0,0.0,0.06481481481481481,0.07407407407407407,0.06481481481481481,0.1574074074074074,0.09259259259259259,0.027777777777777776,0.009259259259259259,0.05555555555555555,0.10185185185185185,46.32222222222218,1.0019396344396343,8.06694507598877,14440,14565,11676.86149999999,-0.3296296296296295,0.2777777777777778,0.32407407407407407,0.19444444444444442
Atezolizumab,0.0847457627118644,0.01694915254237288,0.0423728813559322,0.03389830508474576,0.03389830508474576,0.1271186440677966,0.01694915254237288,0.025423728813559324,0.025423728813559324,0.06779661016949153,0.00847457627118644,0.01694915254237288,0.03389830508474576,0.0423728813559322,0.05084745762711865,0.11864406779661017,0.06779661016949153,0.07627118644067797,0.05084745762711865,0.059322033898305086,0.1440677966101695,39.57288135593218,0.9942754477937965,6.9941743850708,43430,43555,12880.153299999989,-0.22881355932203393,0.3135593220338983,0.2966101694915254,0.19491525423728812,0.07476635514018691,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.04672897196261682,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.14953271028037382,0.09345794392523364,0.056074766355140186,0.009345794392523364,0.06542056074766354,0.12149532710280372,41.43177570093456,0.9984093780369291,7.953609657287597,15930,16055,11617.85189999999,-0.23551401869158872,0.2897196261682243,0.2803738317757009,0.16822429906542052
Atidortoxumab,0.058823529411764705,0.01680672268907563,0.05042016806722689,0.03361344537815126,0.008403361344537815,0.1092436974789916,0.008403361344537815,0.04201680672268908,0.04201680672268908,0.06722689075630252,0.01680672268907563,0.01680672268907563,0.04201680672268908,0.04201680672268908,0.04201680672268908,0.15126050420168066,0.08403361344537816,0.09243697478991597,0.03361344537815126,0.04201680672268908,0.08403361344537816,17.654621848739488,1.000624891774892,6.849632835388183,29450,29575,12694.041799999988,-0.21932773109243694,0.28571428571428575,0.31932773109243695,0.1764705882352941,0.06542056074766354,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.102803738317757,0.0,0.056074766355140186,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.037383177570093455,0.14953271028037382,0.08411214953271028,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.11214953271028036,59.644859813084125,0.9991827016520892,9.036807441711428,18450,18575,11493.80409999999,-0.17850467289719618,0.2897196261682243,0.308411214953271,0.15887850467289716
Avelumab,0.058333333333333334,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.11666666666666667,0.0,0.041666666666666664,0.03333333333333333,0.09166666666666666,0.025,0.025,0.025,0.041666666666666664,0.05,0.11666666666666667,0.09166666666666666,0.08333333333333333,0.025,0.058333333333333334,0.11666666666666667,29.775083333333317,0.9936634491634493,8.654767799377442,26930,27055,13037.654999999986,0.009166666666666616,0.3333333333333333,0.2833333333333333,0.20833333333333331,0.05454545454545454,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.10909090909090909,0.00909090909090909,0.03636363636363636,0.03636363636363636,0.045454545454545456,0.00909090909090909,0.03636363636363636,0.045454545454545456,0.05454545454545454,0.02727272727272727,0.2,0.1,0.07272727272727272,0.00909090909090909,0.06363636363636363,0.09090909090909091,41.91545454545452,1.00679726544083,7.962055015563965,15930,16055,11476.384699999991,-0.3863636363636363,0.24545454545454548,0.39090909090909093,0.12727272727272726
Bapineuzumab,0.05042016806722689,0.01680672268907563,0.04201680672268908,0.03361344537815126,0.025210084033613446,0.13445378151260504,0.008403361344537815,0.01680672268907563,0.025210084033613446,0.08403361344537816,0.01680672268907563,0.04201680672268908,0.01680672268907563,0.04201680672268908,0.06722689075630252,0.14285714285714285,0.058823529411764705,0.07563025210084033,0.025210084033613446,0.07563025210084033,0.12605042016806722,40.11008403361343,0.998614935064935,8.636716651916508,29910,30035,13001.226999999992,-0.3957983193277309,0.3025210084033613,0.3361344537815126,0.18487394957983194,0.017857142857142856,0.017857142857142856,0.0625,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.008928571428571428,0.03571428571428571,0.0625,0.09821428571428571,0.008928571428571428,0.008928571428571428,0.07142857142857142,0.0625,0.03571428571428571,0.13392857142857142,0.07142857142857142,0.08035714285714286,0.017857142857142856,0.03571428571428571,0.08928571428571427,49.009821428571406,1.0047101248266297,6.766193199157715,16960,17085,12212.643299999992,-0.3348214285714285,0.30357142857142855,0.3125,0.1607142857142857
Basiliximab,0.07692307692307693,0.017094017094017096,0.03418803418803419,0.03418803418803419,0.03418803418803419,0.09401709401709402,0.017094017094017096,0.02564102564102564,0.05128205128205128,0.05982905982905983,0.02564102564102564,0.017094017094017096,0.02564102564102564,0.06837606837606838,0.03418803418803419,0.1282051282051282,0.08547008547008547,0.05128205128205128,0.03418803418803419,0.08547008547008547,0.15384615384615385,39.104273504273486,0.9974606481481479,8.556131172180176,36900,37025,13083.426999999992,-0.4461538461538461,0.2905982905982906,0.26495726495726496,0.1965811965811966,0.07692307692307693,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.08653846153846154,0.009615384615384616,0.04807692307692308,0.057692307692307696,0.028846153846153848,0.038461538461538464,0.0,0.04807692307692308,0.057692307692307696,0.038461538461538464,0.20192307692307693,0.09615384615384616,0.028846153846153848,0.019230769230769232,0.0673076923076923,0.10576923076923077,70.08942307692308,1.0060208020050123,9.201975440979005,21430,21555,11214.363799999996,-0.5173076923076922,0.2115384615384615,0.33653846153846156,0.1826923076923077
Bavituximab,0.05,0.016666666666666666,0.041666666666666664,0.041666666666666664,0.025,0.10833333333333334,0.025,0.016666666666666666,0.08333333333333333,0.058333333333333334,0.016666666666666666,0.025,0.025,0.05,0.008333333333333333,0.13333333333333333,0.075,0.075,0.03333333333333333,0.09166666666666666,0.15,26.604999999999976,1.0020955598455599,7.982040214538574,38390,38515,13322.625099999994,-0.5433333333333336,0.3,0.29166666666666663,0.16666666666666669,0.037383177570093455,0.018691588785046728,0.06542056074766354,0.037383177570093455,0.028037383177570093,0.08411214953271028,0.0,0.04672897196261682,0.037383177570093455,0.11214953271028037,0.009345794392523364,0.009345794392523364,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.205607476635514,0.06542056074766354,0.037383177570093455,0.009345794392523364,0.04672897196261682,0.08411214953271028,63.865420560747665,1.005320821185617,4.887437248229981,12950,13075,11524.638099999993,-0.32897196261682227,0.2803738317757009,0.34579439252336447,0.19626168224299065
Belimumab,0.08943089430894309,0.016260162601626018,0.024390243902439025,0.04065040650406504,0.032520325203252036,0.10569105691056911,0.016260162601626018,0.032520325203252036,0.032520325203252036,0.06504065040650407,0.032520325203252036,0.04065040650406504,0.04065040650406504,0.06504065040650407,0.056910569105691054,0.12195121951219512,0.06504065040650407,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.08130081300813008,39.70406504065039,1.0006224937343358,9.14182643890381,20970,21095,13226.736799999986,-0.28130081300813,0.25203252032520324,0.3089430894308943,0.22764227642276424,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.1111111111111111,0.009259259259259259,0.027777777777777776,0.018518518518518517,0.06481481481481481,0.0,0.037037037037037035,0.046296296296296294,0.06481481481481481,0.046296296296296294,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.09259259259259259,41.16481481481478,1.0042995430495432,4.831678199768065,19940,20065,11470.322099999994,-0.4546296296296295,0.25925925925925924,0.34259259259259256,0.17592592592592593
Benralizumab,0.04132231404958678,0.01652892561983471,0.03305785123966942,0.049586776859504134,0.01652892561983471,0.11570247933884298,0.008264462809917356,0.03305785123966942,0.05785123966942149,0.06611570247933884,0.01652892561983471,0.024793388429752067,0.024793388429752067,0.04132231404958678,0.05785123966942149,0.10743801652892562,0.08264462809917356,0.09917355371900827,0.024793388429752067,0.08264462809917356,0.12396694214876033,23.80330578512396,0.9990113732993197,9.102887535095213,31400,31525,13452.995499999994,-0.3826446280991734,0.3223140495867769,0.2727272727272727,0.17355371900826447,0.028037383177570093,0.018691588785046728,0.04672897196261682,0.028037383177570093,0.037383177570093455,0.09345794392523364,0.009345794392523364,0.06542056074766354,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.028037383177570093,0.1308411214953271,0.11214953271028037,0.037383177570093455,0.009345794392523364,0.06542056074766354,0.11214953271028036,46.511214953271,1.000919582118562,6.752608680725097,15930,16055,11755.974399999992,-0.408411214953271,0.2897196261682243,0.29906542056074764,0.14018691588785046
Berlimatoxumab,0.03361344537815126,0.01680672268907563,0.03361344537815126,0.04201680672268908,0.008403361344537815,0.10084033613445378,0.008403361344537815,0.04201680672268908,0.058823529411764705,0.07563025210084033,0.01680672268907563,0.025210084033613446,0.04201680672268908,0.03361344537815126,0.03361344537815126,0.15966386554621848,0.09243697478991597,0.07563025210084033,0.03361344537815126,0.06722689075630252,0.1092436974789916,37.79327731092435,1.0013660173160173,8.587333869934085,33920,34045,13001.424699999989,-0.3436974789915966,0.3025210084033613,0.3277310924369748,0.16806722689075632,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.0,0.056074766355140186,0.04672897196261682,0.06542056074766354,0.009345794392523364,0.018691588785046728,0.06542056074766354,0.09345794392523364,0.028037383177570093,0.1588785046728972,0.08411214953271028,0.037383177570093455,0.009345794392523364,0.04672897196261682,0.11214953271028037,60.11121495327103,1.0031724975704566,7.960894584655763,12950,13075,11570.754099999991,-0.3429906542056074,0.27102803738317754,0.32710280373831774,0.14953271028037382
Bevacizumab,0.07317073170731707,0.016260162601626018,0.032520325203252036,0.04065040650406504,0.04065040650406504,0.11382113821138211,0.016260162601626018,0.008130081300813009,0.032520325203252036,0.07317073170731707,0.016260162601626018,0.032520325203252036,0.032520325203252036,0.04065040650406504,0.04065040650406504,0.0975609756097561,0.08943089430894309,0.07317073170731707,0.04065040650406504,0.08943089430894309,0.17073170731707316,33.492682926829254,0.9932984544695073,6.990195655822753,43890,44015,13727.09469999999,-0.3260162601626015,0.3252032520325203,0.2764227642276423,0.2032520325203252,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.009345794392523364,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.018691588785046728,0.056074766355140186,0.08411214953271028,0.018691588785046728,0.16822429906542055,0.102803738317757,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.12149532710280372,39.70467289719624,1.0005318270165209,6.7460721969604505,19940,20065,11703.854999999992,-0.33738317757009334,0.2897196261682243,0.3177570093457944,0.12149532710280372
