,aa_percent0_x,aa_percent1_x,aa_percent2_x,aa_percent3_x,aa_percent4_x,aa_percent5_x,aa_percent6_x,aa_percent7_x,aa_percent8_x,aa_percent9_x,aa_percent10_x,aa_percent11_x,aa_percent12_x,aa_percent13_x,aa_percent14_x,aa_percent15_x,aa_percent16_x,aa_percent17_x,aa_percent18_x,aa_percent19_x,aromacity_x,instability_x,flexibility_x,isoelectric_x,mol_extinct1_x,mol_extinct2_x,mw_x,gravy_x,ss_faction1_x,ss_faction2_x,ss_faction3_x,aa_percent0_y,aa_percent1_y,aa_percent2_y,aa_percent3_y,aa_percent4_y,aa_percent5_y,aa_percent6_y,aa_percent7_y,aa_percent8_y,aa_percent9_y,aa_percent10_y,aa_percent11_y,aa_percent12_y,aa_percent13_y,aa_percent14_y,aa_percent15_y,aa_percent16_y,aa_percent17_y,aa_percent18_y,aa_percent19_y,aromacity_y,instability_y,flexibility_y,isoelectric_y,mol_extinct1_y,mol_extinct2_y,mw_y,gravy_y,ss_faction1_y,ss_faction2_y,ss_faction3_y,name
1rur,0.058823529411764705,0.01680672268907563,0.03361344537815126,0.058823529411764705,0.03361344537815126,0.13445378151260504,0.008403361344537815,0.03361344537815126,0.04201680672268908,0.05042016806722689,0.008403361344537815,0.025210084033613446,0.03361344537815126,0.03361344537815126,0.03361344537815126,0.11764705882352941,0.10084033613445378,0.06722689075630252,0.03361344537815126,0.07563025210084033,0.14285714285714285,27.72268907563024,0.999455194805195,5.26947021484375,35410,35535,12935.08639999999,-0.38907563025210073,0.2941176470588235,0.31092436974789917,0.1764705882352941,0.07142857142857142,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.09821428571428571,0.008928571428571428,0.0625,0.044642857142857144,0.10714285714285714,0.017857142857142856,0.03571428571428571,0.044642857142857144,0.05357142857142857,0.03571428571428571,0.13392857142857142,0.05357142857142857,0.044642857142857144,0.008928571428571428,0.05357142857142857,0.09821428571428571,38.864285714285685,0.9987159038372632,7.96258544921875,14440,14565,12085.56799999999,-0.07589285714285722,0.3125,0.3125,0.23214285714285715,1rur
5ir1,0.04201680672268908,0.01680672268907563,0.03361344537815126,0.01680672268907563,0.04201680672268908,0.09243697478991597,0.008403361344537815,0.03361344537815126,0.04201680672268908,0.08403361344537816,0.008403361344537815,0.058823529411764705,0.03361344537815126,0.07563025210084033,0.025210084033613446,0.12605042016806722,0.08403361344537816,0.07563025210084033,0.03361344537815126,0.06722689075630252,0.14285714285714285,41.96806722689075,0.9963252164502163,8.60357666015625,33920,34045,13223.606299999989,-0.2798319327731092,0.33613445378151263,0.31092436974789917,0.1512605042016807,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.04672897196261682,0.037383177570093455,0.08411214953271028,0.009345794392523364,0.08411214953271028,0.028037383177570093,0.07476635514018691,0.0,0.056074766355140186,0.04672897196261682,0.056074766355140186,0.04672897196261682,0.16822429906542055,0.07476635514018691,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.09345794392523363,50.279439252336445,1.0031128522837707,5.69976806640625,16960,17085,11679.779099999989,-0.3588785046728974,0.2897196261682243,0.35514018691588783,0.1588785046728972,5ir1
1r3l,0.09322033898305085,0.01694915254237288,0.03389830508474576,0.05084745762711865,0.025423728813559324,0.09322033898305085,0.01694915254237288,0.0423728813559322,0.06779661016949153,0.059322033898305086,0.00847457627118644,0.01694915254237288,0.03389830508474576,0.059322033898305086,0.03389830508474576,0.11864406779661017,0.07627118644067797,0.06779661016949153,0.03389830508474576,0.05084745762711865,0.11016949152542373,21.928813559322023,1.0021972477064223,8.58758544921875,30940,31065,12883.278799999987,-0.37288135593220334,0.2796610169491525,0.2627118644067797,0.21186440677966104,0.037383177570093455,0.018691588785046728,0.037383177570093455,0.04672897196261682,0.04672897196261682,0.08411214953271028,0.009345794392523364,0.09345794392523364,0.028037383177570093,0.06542056074766354,0.0,0.037383177570093455,0.04672897196261682,0.056074766355140186,0.056074766355140186,0.18691588785046728,0.06542056074766354,0.028037383177570093,0.018691588785046728,0.037383177570093455,0.10280373831775699,63.193457943925225,1.0029342808551993,6.76812744140625,16960,17085,11728.85309999999,-0.3504672897196263,0.2897196261682243,0.35514018691588783,0.14953271028037382,1r3l
4jpv,0.07317073170731707,0.016260162601626018,0.07317073170731707,0.008130081300813009,0.04878048780487805,0.08130081300813008,0.016260162601626018,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.008130081300813009,0.032520325203252036,0.04065040650406504,0.08943089430894309,0.07317073170731707,0.0975609756097561,0.056910569105691054,0.08130081300813008,0.056910569105691054,0.04878048780487805,0.15447154471544716,37.66999999999998,0.9949075814536342,8.68170166015625,47440,47565,14074.42079999999,-0.5569105691056913,0.30894308943089427,0.2520325203252033,0.13821138211382114,0.04040404040404041,0.020202020202020204,0.050505050505050504,0.04040404040404041,0.030303030303030304,0.08080808080808081,0.0,0.050505050505050504,0.04040404040404041,0.09090909090909091,0.010101010101010102,0.050505050505050504,0.050505050505050504,0.08080808080808081,0.0707070707070707,0.08080808080808081,0.0707070707070707,0.06060606060606061,0.020202020202020204,0.06060606060606061,0.11111111111111112,46.40606060606059,0.999325925925926,8.65875244140625,19940,20065,11251.542299999992,-0.5232323232323233,0.31313131313131315,0.26262626262626265,0.18181818181818182,4jpv
4hs8,0.05737704918032787,0.01639344262295082,0.05737704918032787,0.03278688524590164,0.03278688524590164,0.09836065573770492,0.0,0.03278688524590164,0.040983606557377046,0.07377049180327869,0.00819672131147541,0.05737704918032787,0.02459016393442623,0.04918032786885246,0.04918032786885246,0.10655737704918032,0.06557377049180328,0.07377049180327869,0.03278688524590164,0.09016393442622951,0.1557377049180328,23.195901639344246,0.9975488832701223,6.46771240234375,38390,38515,13729.044399999988,-0.43688524590163913,0.33606557377049184,0.28688524590163933,0.1721311475409836,0.07207207207207207,0.018018018018018018,0.04504504504504504,0.036036036036036036,0.05405405405405406,0.08108108108108109,0.018018018018018018,0.05405405405405406,0.05405405405405406,0.04504504504504504,0.018018018018018018,0.02702702702702703,0.05405405405405406,0.06306306306306306,0.02702702702702703,0.16216216216216217,0.07207207207207207,0.04504504504504504,0.009009009009009009,0.04504504504504504,0.10810810810810811,43.169369369369356,1.0040992063492062,6.91204833984375,12950,13075,11996.17379999999,-0.390990990990991,0.25225225225225223,0.32432432432432434,0.17117117117117114,4hs8
5nbw,0.07017543859649122,0.017543859649122806,0.043859649122807015,0.05263157894736842,0.02631578947368421,0.09649122807017543,0.017543859649122806,0.043859649122807015,0.07894736842105263,0.05263157894736842,0.008771929824561403,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.017543859649122806,0.10526315789473684,0.07894736842105263,0.06140350877192982,0.03508771929824561,0.07017543859649122,0.13157894736842105,23.272807017543844,1.0035154195011338,6.99273681640625,33920,34045,12612.859399999987,-0.5289473684210526,0.2894736842105263,0.2894736842105263,0.18421052631578946,0.018691588785046728,0.018691588785046728,0.056074766355140186,0.056074766355140186,0.04672897196261682,0.09345794392523364,0.009345794392523364,0.06542056074766354,0.056074766355140186,0.09345794392523364,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.056074766355140186,0.028037383177570093,0.1308411214953271,0.06542056074766354,0.028037383177570093,0.009345794392523364,0.07476635514018691,0.1308411214953271,52.328971962616805,1.0015679057337221,4.96502685546875,17420,17545,12011.305699999997,-0.4158878504672897,0.3177570093457944,0.29906542056074764,0.18691588785046728,5nbw
5fgb,0.08661417322834646,0.015748031496062992,0.03937007874015748,0.023622047244094488,0.03937007874015748,0.10236220472440945,0.0,0.023622047244094488,0.03937007874015748,0.07086614173228346,0.015748031496062992,0.023622047244094488,0.015748031496062992,0.047244094488188976,0.03937007874015748,0.16535433070866143,0.06299212598425197,0.07874015748031496,0.023622047244094488,0.08661417322834646,0.14960629921259844,49.16850393700787,0.9962735068603712,8.57098388671875,32890,33015,13776.158899999988,-0.13385826771653547,0.3228346456692913,0.30708661417322836,0.19685039370078738,0.04672897196261682,0.028037383177570093,0.06542056074766354,0.037383177570093455,0.028037383177570093,0.102803738317757,0.0,0.028037383177570093,0.037383177570093455,0.08411214953271028,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.06542056074766354,0.018691588785046728,0.102803738317757,0.1308411214953271,0.06542056074766354,0.018691588785046728,0.04672897196261682,0.09345794392523364,24.215887850467276,1.0030154275996113,4.30157470703125,18450,18575,11499.62669999999,-0.29532710280373814,0.27102803738317754,0.2803738317757009,0.18691588785046725,5fgb
6be4,0.04838709677419355,0.016129032258064516,0.056451612903225805,0.03225806451612903,0.008064516129032258,0.08870967741935484,0.008064516129032258,0.04838709677419355,0.03225806451612903,0.07258064516129033,0.008064516129032258,0.024193548387096774,0.04032258064516129,0.04838709677419355,0.04032258064516129,0.16129032258064516,0.08870967741935484,0.06451612903225806,0.03225806451612903,0.08064516129032258,0.12096774193548387,37.907258064516114,1.0000028985507246,5.17681884765625,36900,37025,13626.858899999987,-0.392741935483871,0.3064516129032258,0.31451612903225806,0.16129032258064518,0.07207207207207207,0.018018018018018018,0.04504504504504504,0.02702702702702703,0.018018018018018018,0.12612612612612611,0.02702702702702703,0.04504504504504504,0.036036036036036036,0.09009009009009009,0.009009009009009009,0.018018018018018018,0.036036036036036036,0.06306306306306306,0.05405405405405406,0.13513513513513514,0.07207207207207207,0.04504504504504504,0.018018018018018018,0.04504504504504504,0.08108108108108107,35.59549549549548,1.0035547385620915,8.68328857421875,18450,18575,11851.052299999996,-0.37117117117117115,0.26126126126126126,0.3153153153153153,0.1981981981981982,6be4
2ipu,0.06504065040650407,0.016260162601626018,0.056910569105691054,0.016260162601626018,0.032520325203252036,0.08943089430894309,0.016260162601626018,0.04065040650406504,0.04065040650406504,0.0975609756097561,0.008130081300813009,0.016260162601626018,0.032520325203252036,0.04878048780487805,0.04878048780487805,0.12195121951219512,0.10569105691056911,0.06504065040650407,0.04878048780487805,0.032520325203252036,0.11382113821138212,21.31951219512195,0.994951963241437,8.68231201171875,38960,39085,13549.104699999983,-0.16829268292682922,0.3170731707317074,0.26016260162601623,0.1869918699186992,0.026785714285714284,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.044642857142857144,0.09821428571428571,0.017857142857142856,0.03571428571428571,0.05357142857142857,0.11607142857142858,0.008928571428571428,0.026785714285714284,0.05357142857142857,0.05357142857142857,0.03571428571428571,0.14285714285714285,0.0625,0.07142857142857142,0.008928571428571428,0.044642857142857144,0.09821428571428573,31.30892857142855,1.0006784558483586,7.97222900390625,12950,13075,12205.653699999988,-0.2017857142857141,0.3214285714285714,0.3214285714285714,0.1875,2ipu
5wcc,0.06451612903225806,0.016129032258064516,0.04838709677419355,0.04032258064516129,0.04032258064516129,0.10483870967741936,0.008064516129032258,0.04032258064516129,0.024193548387096774,0.08064516129032258,0.024193548387096774,0.024193548387096774,0.024193548387096774,0.04838709677419355,0.056451612903225805,0.12903225806451613,0.06451612903225806,0.07258064516129033,0.03225806451612903,0.056451612903225805,0.12903225806451613,38.22258064516127,0.9949751552795031,5.73468017578125,32430,32555,13696.190299999987,-0.16209677419354834,0.3225806451612903,0.282258064516129,0.2096774193548387,0.05405405405405406,0.018018018018018018,0.04504504504504504,0.02702702702702703,0.02702702702702703,0.0990990990990991,0.009009009009009009,0.036036036036036036,0.04504504504504504,0.04504504504504504,0.0,0.04504504504504504,0.06306306306306306,0.05405405405405406,0.036036036036036036,0.15315315315315314,0.0990990990990991,0.07207207207207207,0.009009009009009009,0.06306306306306306,0.0990990990990991,50.5217117117117,1.0078767507002802,7.95379638671875,15930,16055,11836.81709999999,-0.5342342342342344,0.25225225225225223,0.36036036036036034,0.12612612612612611,5wcc
6o3b,0.09166666666666666,0.016666666666666666,0.041666666666666664,0.03333333333333333,0.016666666666666666,0.10833333333333334,0.008333333333333333,0.025,0.025,0.075,0.016666666666666666,0.025,0.025,0.041666666666666664,0.041666666666666664,0.15,0.058333333333333334,0.075,0.025,0.1,0.14166666666666666,40.407499999999985,0.9956398541398542,5.67950439453125,34380,34505,13015.238599999988,-0.20666666666666664,0.31666666666666665,0.30833333333333335,0.21666666666666667,0.07476635514018691,0.018691588785046728,0.037383177570093455,0.018691588785046728,0.04672897196261682,0.07476635514018691,0.0,0.04672897196261682,0.04672897196261682,0.056074766355140186,0.009345794392523364,0.0,0.056074766355140186,0.08411214953271028,0.037383177570093455,0.17757009345794392,0.08411214953271028,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.12149532710280372,50.86728971962615,1.0001542759961128,9.00799560546875,19940,20065,11591.817999999992,-0.2626168224299064,0.2803738317757009,0.308411214953271,0.1588785046728972,6o3b
3vi3,0.07627118644067797,0.01694915254237288,0.025423728813559324,0.05084745762711865,0.025423728813559324,0.09322033898305085,0.025423728813559324,0.03389830508474576,0.059322033898305086,0.07627118644067797,0.025423728813559324,0.01694915254237288,0.025423728813559324,0.05084745762711865,0.01694915254237288,0.1271186440677966,0.09322033898305085,0.05084745762711865,0.03389830508474576,0.07627118644067797,0.13559322033898308,37.514406779661,0.9982090432503278,7.00555419921875,35410,35535,13053.479099999986,-0.3127118644067794,0.2966101694915254,0.2627118644067796,0.2288135593220339,0.05357142857142857,0.017857142857142856,0.026785714285714284,0.03571428571428571,0.0625,0.08928571428571429,0.017857142857142856,0.05357142857142857,0.026785714285714284,0.10714285714285714,0.017857142857142856,0.03571428571428571,0.0625,0.03571428571428571,0.0625,0.125,0.07142857142857142,0.05357142857142857,0.008928571428571428,0.03571428571428571,0.10714285714285714,38.885714285714265,0.994383841886269,9.14178466796875,11460,11585,12274.876199999986,-0.028571428571428616,0.3214285714285714,0.3125,0.21428571428571427,3vi3
4qt5,0.0625,0.017857142857142856,0.044642857142857144,0.044642857142857144,0.017857142857142856,0.08035714285714286,0.008928571428571428,0.026785714285714284,0.05357142857142857,0.08035714285714286,0.008928571428571428,0.03571428571428571,0.03571428571428571,0.05357142857142857,0.044642857142857144,0.13392857142857142,0.08928571428571429,0.0625,0.03571428571428571,0.0625,0.11607142857142858,29.970535714285706,1.0030409153952844,7.94610595703125,32430,32555,12438.665399999989,-0.5232142857142855,0.2857142857142857,0.2857142857142857,0.19642857142857145,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.044642857142857144,0.026785714285714284,0.09821428571428571,0.008928571428571428,0.026785714285714284,0.0625,0.13392857142857142,0.008928571428571428,0.008928571428571428,0.05357142857142857,0.05357142857142857,0.03571428571428571,0.13392857142857142,0.09821428571428571,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.08035714285714285,49.05267857142855,1.002931807674526,6.85504150390625,16960,17085,12173.60589999999,-0.3196428571428572,0.2946428571428571,0.2946428571428571,0.2142857142857143,4qt5
4ocy,0.034482758620689655,0.017241379310344827,0.02586206896551724,0.02586206896551724,0.04310344827586207,0.08620689655172414,0.008620689655172414,0.04310344827586207,0.02586206896551724,0.07758620689655173,0.008620689655172414,0.04310344827586207,0.04310344827586207,0.0603448275862069,0.034482758620689655,0.14655172413793102,0.12931034482758622,0.05172413793103448,0.02586206896551724,0.06896551724137931,0.13793103448275862,30.81293103448274,0.996791499777481,7.96209716796875,28420,28545,12818.067599999984,-0.3025862068965518,0.3103448275862069,0.31896551724137934,0.14655172413793105,0.026785714285714284,0.017857142857142856,0.044642857142857144,0.03571428571428571,0.044642857142857144,0.09821428571428571,0.017857142857142856,0.044642857142857144,0.044642857142857144,0.125,0.0,0.017857142857142856,0.05357142857142857,0.0625,0.03571428571428571,0.14285714285714285,0.0625,0.07142857142857142,0.008928571428571428,0.044642857142857144,0.09821428571428573,31.393749999999976,0.9991502542764678,6.91290283203125,12950,13075,12186.62719999999,-0.1098214285714286,0.3392857142857143,0.3125,0.1875,4ocy
1ru9,0.04201680672268908,0.01680672268907563,0.03361344537815126,0.01680672268907563,0.04201680672268908,0.10084033613445378,0.008403361344537815,0.04201680672268908,0.03361344537815126,0.09243697478991597,0.008403361344537815,0.05042016806722689,0.03361344537815126,0.06722689075630252,0.03361344537815126,0.12605042016806722,0.1092436974789916,0.05042016806722689,0.04201680672268908,0.05042016806722689,0.13445378151260506,36.1142857142857,0.9965462121212121,8.66033935546875,36440,36565,13158.536599999985,-0.26890756302521013,0.319327731092437,0.31092436974789917,0.1596638655462185,0.017857142857142856,0.017857142857142856,0.044642857142857144,0.026785714285714284,0.044642857142857144,0.11607142857142858,0.008928571428571428,0.05357142857142857,0.07142857142857142,0.09821428571428571,0.008928571428571428,0.026785714285714284,0.05357142857142857,0.05357142857142857,0.044642857142857144,0.10714285714285714,0.09821428571428571,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.09821428571428571,45.30535714285712,1.0020866851595005,9.42913818359375,16960,17085,12275.836499999989,-0.33035714285714274,0.30357142857142855,0.30357142857142855,0.15178571428571427,1ru9
